Date,smooth_close,smooth_troughs,smooth_peaks,close_troughs,close_peaks,ma25,ma50,ma100,ma200,macd_short,macd_long,MACD,MACD_signal,macd_distance,macd_troughs,macd_peaks,PnL1,PnL2,PnL3,PnL4,PnL5,PnL6,PnL7,PnL8,PnL1_days,PnL2_days,PnL3_days,PnL4_days,PnL5_days,PnL6_days,PnL7_days,PnL8_days,rsi_up_chg,rsi_down_chg,rsi_up_chg_avg,rsi_down_chg_avg,rsi_rs,RSI,rsi_troughs,rsi_peaks,rsi_distance,fastK,fastD,fast_troughs,fast_peaks,slowK,slowD,slow_troughs,slow_peaks,dist_no25,dist_no200,dist_all4,all_no25,no200_no25,all_no200,all4_up,no25_up,no200_up,bull_start,bull,bull_retrace,bull_end,bear_start,bear,bear_recovery,bear_end,smooth_p1,smooth_p2,smooth_p3,smooth_t1,smooth_t2,smooth_t3,smooth_p1_date,smooth_p2_date,smooth_p3_date,smooth_t1_date,smooth_t2_date,smooth_t3_date,close_p1,close_p2,close_p3,close_t1,close_t2,close_t3,close_p1_date,close_p2_date,close_p3_date,close_t1_date,close_t2_date,close_t3_date,v3,v2,v1,v3p,v2p,v1p,macd_p1,macd_p2,macd_p3,macd_t1,macd_t2,macd_t3,macd_p1_signal,macd_p2_signal,macd_p3_signal,macd_t1_signal,macd_t2_signal,macd_t3_signal,slow_p1,slow_p2,slow_p3,slow_t1,slow_t2,slow_t3,fast_p1,fast_p2,fast_p3,fast_t1,fast_t2,fast_t3,rsi_p1,rsi_p2,rsi_p3,rsi_t1,rsi_t2,rsi_t3,macd_p1_date,macd_p2_date,macd_p3_date,macd_t1_date,macd_t2_date,macd_t3_date,slow_p1_date,slow_p2_date,slow_p3_date,slow_t1_date,slow_t2_date,slow_t3_date,fast_p1_date,fast_p2_date,fast_p3_date,fast_t1_date,fast_t2_date,fast_t3_date,rsi_p1_date,rsi_p2_date,rsi_p3_date,rsi_t1_date,rsi_t2_date,rsi_t3_date,mincp,maxcp,minct,maxct,minmp,maxmp,minmt,maxmt,minsp,maxsp,minst,maxst,minfp,maxfp,minft,maxft,minrp,maxrp,minrt,maxrt,mp_positives,mt_positives,vol_n2p,vol_p2p,vol_p2n,vol_n2n,vol_hist5,vol_hist4,vol_hist3,vol_hist2,vol_hist1,life5,life4,life3,life2,life1,buy_call,sell_call
2019-07-26,0.40368,,,,,0.25473,0.22983,0.21478,0.20647,0.29182,0.25303,0.03879,0.02223,0.01656,,,,,,,,,,,,,,,,,,,0.0188,0.0,,,,,,,,,,,,100.0,100.0,,,0.2336,0.3995,0.4826,0.249,0.1659,0.0831,1,1,1,,0.15,,,,,,,0.0,0,0,0,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0.224,0.0,0.0,0.211,0.0,0.0,2018-10-15,1999-01-01,1999-01-01,2018-10-22,1999-01-01,1999-01-01,20000,21000,80000,-33.33,1.67,98.36,0.0,0.0,0.0,100.0,100.0,100,0.0,0.0,0.0,100.0,100.0,100,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,80000.0,,,,p2n,n2p,p2n,p2p,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bull,,
2019-08-27,0.43385,,,,,0.26704,0.23708,0.21874,0.20855,0.31074,0.26501,0.04573,0.02693,0.0188,,,,,,,,,,,,,,,,,,,0.0377,0.0,,,,,,,,,,,,100.0,100.0,,,0.2853,0.483,0.5849,0.2996,0.1977,0.1019,1,1,1,,0.15,,,,,,,0.0,0,0,0,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0.224,0.0,0.0,0.211,0.0,0.0,2018-10-15,1999-01-01,1999-01-01,2018-10-22,1999-01-01,1999-01-01,21000,80000,2000,1.67,98.36,-14.88,0.0,0.0,0.0,100.0,100.0,100,0.0,0.0,0.0,100.0,100.0,100,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,2000.0,,p2n,n2p,p2n,p2p,p2n,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bull,,
2020-01-24,0.4644,,,,,0.28361,0.2467,0.22396,0.21127,0.33715,0.28111,0.05603,0.03275,0.02329,,,,,,,,,,,,,,,,,,,0.0676,0.0,,,,,,,,,,,,100.0,100.0,,,0.3543,0.5965,0.7234,0.3691,0.2422,0.1269,1,1,1,,0.15,,,,,,,0.0,0,0,0,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0.224,0.0,0.0,0.211,0.0,0.0,2018-10-15,1999-01-01,1999-01-01,2018-10-22,1999-01-01,1999-01-01,80000,2000,10000,98.36,-14.88,-10.68,0.0,0.0,0.0,100.0,100.0,100,0.0,0.0,0.0,100.0,100.0,100,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,p2n,n2p,p2n,p2p,p2n,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bull,,
2020-02-21,0.49402,,,,,0.30187,0.25746,0.22984,0.21435,0.36543,0.29888,0.06655,0.03951,0.02704,,,,,,,,,,,,,,,,,,,0.0386,0.0,,,,,,,,100.0,,,,100.0,100.0,,,0.4311,0.7203,0.8752,0.4441,0.2892,0.1549,1,1,1,,0.15,,,,,,,0.0,0,0,0,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0.224,0.0,0.0,0.211,0.0,0.0,2018-10-15,1999-01-01,1999-01-01,2018-10-22,1999-01-01,1999-01-01,2000,10000,10000,-14.88,-10.68,-76.09,0.0,0.0,0.0,100.0,100.0,100,0.0,0.0,0.0,100.0,100.0,100,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,10000.0,n2p,p2n,p2p,p2n,n2n,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bull,,
2020-03-04,0.5212,,,,0.574,0.3228,0.26987,0.23665,0.21793,0.39752,0.31926,0.07826,0.04726,0.031,,,,,,,,,,,,,,,,,,,0.053,0.0,0.02783,-0.00094,29.51515,96.72294,,,,98.66884,,,,99.19062,99.73021,,,0.5194,0.8615,1.0487,0.5293,0.3421,0.1872,1,1,1,,0.15,,,,,,,0.0,0,0,0,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0.574,0.224,0.0,0.211,0.0,0.0,2020-03-04,2018-10-15,1999-01-01,2018-10-22,1999-01-01,1999-01-01,10000,10000,18000,-10.68,-76.09,72.72,0.0,0.0,0.0,100.0,100.0,100,0.0,0.0,0.0,100.0,100.0,100,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18000.0,,,,p2n,p2p,p2n,n2n,n2p,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bull,,
2020-03-09,0.54445,,,0.531,,0.33879,0.2801,0.24248,0.22104,0.41799,0.33492,0.08308,0.05442,0.02865,,,,,,,,,,,,,,,,,,,-0.0,-0.0434,0.02594,-0.00404,6.41696,86.51739,86.517,,,86.87857,95.18247,86.879,,89.37953,96.19005,,,0.5906,0.9631,1.1775,0.5869,0.3725,0.2144,1,1,1,,0.15,,,,,,,0.0,0,0,0,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0.574,0.224,0.0,0.531,0.211,0.0,2020-03-04,2018-10-15,1999-01-01,2020-03-09,2018-10-22,1999-01-01,10000,18000,176000,-76.09,72.72,436.83,0.0,0.0,0.0,100.0,100.0,100,0.0,0.0,0.0,100.0,100.0,100,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,86.879,100.0,100.0,0.0,0.0,0.0,86.517,100.0,100.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,2020-03-09,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,2020-03-09,1999-01-01,1999-01-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,,-176000.0,,,p2p,p2n,n2n,n2p,p2p,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bull,,
2020-03-20,0.56287,,,,,0.35726,0.29182,0.24914,0.2246,0.44275,0.35299,0.08976,0.06149,0.02827,,,,,,,,,,,,,,,,,,,0.0483,0.0,0.02939,-0.0031,9.48157,90.45944,,,3.94244,100.0,95.18247,,,89.37953,92.64989,89.38,,0.6722,1.0812,1.3266,0.6544,0.409,0.2454,1,1,1,,0.15,,,,,,,0.0,0,0,0,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0.574,0.224,0.0,0.531,0.211,0.0,2020-03-04,2018-10-15,1999-01-01,2020-03-09,2018-10-22,1999-01-01,18000,176000,10000,72.72,436.83,0.0,0.0,0.0,0.0,100.0,100.0,100,0.0,0.0,0.0,100.0,100.0,100,0.0,0.0,0.0,89.38,100.0,100.0,0.0,0.0,0.0,86.879,100.0,100.0,0.0,0.0,0.0,86.517,100.0,100.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,2020-03-20,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,2020-03-09,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,2020-03-09,1999-01-01,1999-01-01,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,,,,,p2p,p2n,n2n,n2p,p2p,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bull,,
2020-07-27,0.57648,,,,,0.37657,0.30423,0.25625,0.22842,0.46822,0.3719,0.09632,0.06846,0.02786,,,,,,,,,,,,,,,,,,,0.0294,0.0,0.02953,-0.0031,9.52535,90.49912,,90.499,3.98212,100.0,95.62619,,,90.18891,89.64932,,,0.7581,1.2032,1.4815,0.7234,0.4451,0.2783,1,1,1,,0.15,,,,,,,0.0,0,0,0,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0.574,0.224,0.0,0.531,0.211,0.0,2020-03-04,2018-10-15,1999-01-01,2020-03-09,2018-10-22,1999-01-01,176000,10000,10000,436.83,0.0,-3.92,0.0,0.0,0.0,100.0,100.0,100,0.0,0.0,0.0,100.0,100.0,100,0.0,0.0,0.0,89.38,100.0,100.0,0.0,0.0,0.0,86.879,100.0,100.0,90.499,0.0,0.0,86.517,100.0,100.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,2020-03-20,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,2020-03-09,1999-01-01,1999-01-01,2020-07-27,1999-01-01,1999-01-01,2020-03-09,1999-01-01,1999-01-01,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,,,,,p2p,p2n,n2n,n2p,p2p,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bull,,
2020-08-06,0.58584,,,,,0.39515,0.31654,0.26342,0.2323,0.49128,0.39014,0.10114,0.07499,0.02615,,,,,,,,,,,,,,,,,,,0.0098,0.0,0.02761,-0.0031,8.90553,89.90463,89.905,,-0.59437,100.0,100.0,,,100.0,93.18948,,,0.8424,1.3173,1.6285,0.7861,0.4749,0.3112,1,1,1,,0.15,,,,,,,0.0,0,0,0,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0.574,0.224,0.0,0.531,0.211,0.0,2020-03-04,2018-10-15,1999-01-01,2020-03-09,2018-10-22,1999-01-01,10000,10000,160000,0.0,-3.92,-8.16,0.0,0.0,0.0,100.0,100.0,100,0.0,0.0,0.0,100.0,100.0,100,0.0,0.0,0.0,89.38,100.0,100.0,0.0,0.0,0.0,86.879,100.0,100.0,90.499,0.0,0.0,89.905,86.517,100.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,2020-03-20,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,2020-03-09,1999-01-01,1999-01-01,2020-07-27,1999-01-01,1999-01-01,2020-08-06,2020-03-09,1999-01-01,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,,,,,p2p,p2n,n2n,n2p,p2p,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bull,,
2020-08-10,0.59189,,,,0.628,0.41305,0.32875,0.27063,0.23624,0.5123,0.40775,0.10455,0.0809,0.02364,,0.105,,,,,,,,,,,,,,,,,0.0098,0.0,0.02831,-0.0031,9.13134,90.12963,,90.13,0.22463,100.0,100.0,,100.0,100.0,96.72964,,100.0,0.9251,1.4242,1.7681,0.843,0.4991,0.3439,1,1,1,,0.15,,,,,,,0.0,0,0,0,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0.628,0.574,0.224,0.531,0.211,0.0,2020-08-10,2020-03-04,2018-10-15,2020-03-09,2018-10-22,1999-01-01,10000,160000,10000,-3.92,-8.16,0.0,0.105,0.0,0.0,100.0,100.0,100,0.0809,0.0,0.0,100.0,100.0,100,100.0,0.0,0.0,89.38,100.0,100.0,100.0,0.0,0.0,86.879,100.0,100.0,90.13,90.499,0.0,89.905,86.517,100.0,2020-08-10,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,2020-08-10,1999-01-01,1999-01-01,2020-03-20,1999-01-01,1999-01-01,2020-08-10,1999-01-01,1999-01-01,2020-03-09,1999-01-01,1999-01-01,2020-08-10,2020-07-27,1999-01-01,2020-08-06,2020-03-09,1999-01-01,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,,,,,p2p,p2n,n2n,n2p,p2p,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bull,,
2020-08-12,0.59599,,,,,0.42656,0.33894,0.27693,0.23974,0.52405,0.42115,0.1029,0.0853,0.01759,,,,,,,,,,,,,,,,,,,-0.0,-0.0392,0.027,-0.0059,4.57627,82.06687,,,-8.06313,87.60278,95.86759,,,73.33333,91.11111,,,0.992,1.4963,1.8682,0.8762,0.5043,0.3719,1,1,1,,0.15,,,,,,,0.0,0,0,0,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0.628,0.574,0.224,0.531,0.211,0.0,2020-08-10,2020-03-04,2018-10-15,2020-03-09,2018-10-22,1999-01-01,160000,10000,50000,-8.16,0.0,22.22,0.105,0.0,0.0,100.0,100.0,100,0.0809,0.0,0.0,100.0,100.0,100,100.0,0.0,0.0,89.38,100.0,100.0,100.0,0.0,0.0,86.879,100.0,100.0,90.13,90.499,0.0,89.905,86.517,100.0,2020-08-10,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,2020-08-10,1999-01-01,1999-01-01,2020-03-20,1999-01-01,1999-01-01,2020-08-10,1999-01-01,1999-01-01,2020-03-09,1999-01-01,1999-01-01,2020-08-10,2020-07-27,1999-01-01,2020-08-06,2020-03-09,1999-01-01,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,,,,,p2p,p2n,n2n,n2p,p2p,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bull,,
2020-10-06,0.60009,,,,,0.43903,0.34874,0.2831,0.24322,0.534,0.43356,0.10043,0.08833,0.0121,,,,,,,,,,,,,,,,,,,0.0,0.0,0.02569,-0.0059,4.35351,81.32067,,,-8.80933,86.84122,91.48133,,,40.0,71.11111,,,1.0552,1.5593,1.9581,0.9029,0.5041,0.3988,1,1,1,,0.15,,,,,,,0.0,0,0,0,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0.628,0.574,0.224,0.531,0.211,0.0,2020-08-10,2020-03-04,2018-10-15,2020-03-09,2018-10-22,1999-01-01,10000,50000,132500,0.0,22.22,-12.5,0.105,0.0,0.0,100.0,100.0,100,0.0809,0.0,0.0,100.0,100.0,100,100.0,0.0,0.0,89.38,100.0,100.0,100.0,0.0,0.0,86.879,100.0,100.0,90.13,90.499,0.0,89.905,86.517,100.0,2020-08-10,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,2020-08-10,1999-01-01,1999-01-01,2020-03-20,1999-01-01,1999-01-01,2020-08-10,1999-01-01,1999-01-01,2020-03-09,1999-01-01,1999-01-01,2020-08-10,2020-07-27,1999-01-01,2020-08-06,2020-03-09,1999-01-01,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,,,,,p2p,p2n,n2n,n2p,p2p,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bull,,
2020-11-12,0.60565,,,0.54,,0.44677,0.35622,0.28818,0.24616,0.53486,0.44142,0.09344,0.08935,0.00409,,,,,,,,,,,,,,,,,,,-0.0,-0.0491,0.02438,-0.00941,2.5915,72.15645,72.156,,-17.97355,67.24777,80.56393,67.248,,6.66667,40.0,6.667,,1.1006,1.5859,2.0061,0.9055,0.4853,0.4202,1,1,1,,0.15,,,,,,,0.0,0,0,0,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0.628,0.574,0.224,0.54,0.531,0.211,2020-08-10,2020-03-04,2018-10-15,2020-11-12,2020-03-09,2018-10-22,50000,132500,100000,22.22,-12.5,46.75,0.105,0.0,0.0,100.0,100.0,100,0.0809,0.0,0.0,100.0,100.0,100,100.0,0.0,0.0,6.667,89.38,100.0,100.0,0.0,0.0,67.248,86.879,100.0,90.13,90.499,0.0,72.156,89.905,86.517,2020-08-10,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,2020-08-10,1999-01-01,1999-01-01,2020-11-12,2020-03-20,1999-01-01,2020-08-10,1999-01-01,1999-01-01,2020-11-12,2020-03-09,1999-01-01,2020-08-10,2020-07-27,1999-01-01,2020-11-12,2020-08-06,2020-03-09,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,-100000.0,,,,p2n,n2n,n2p,p2p,n2p,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bull,,
2020-11-19,0.61288,,,,,0.45995,0.36649,0.29472,0.24986,0.54766,0.45451,0.09316,0.09011,0.00305,,,,,,,,,,,,,,,,,,,0.0785,0.0,0.02796,-0.00941,2.97267,74.82798,,74.828,2.67198,96.0925,83.39383,,96.093,29.63382,25.4335,,,1.1663,1.6523,2.1009,0.9346,0.486,0.4486,1,1,1,,0.15,,,,,,,0.0,0,0,0,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0.628,0.574,0.224,0.54,0.531,0.211,2020-08-10,2020-03-04,2018-10-15,2020-11-12,2020-03-09,2018-10-22,132500,100000,201000,-12.5,46.75,53.45,0.105,0.0,0.0,100.0,100.0,100,0.0809,0.0,0.0,100.0,100.0,100,100.0,0.0,0.0,6.667,89.38,100.0,96.093,100.0,0.0,67.248,86.879,100.0,74.828,90.13,90.499,72.156,89.905,86.517,2020-08-10,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,2020-08-10,1999-01-01,1999-01-01,2020-11-12,2020-03-20,1999-01-01,2020-11-19,2020-08-10,1999-01-01,2020-11-12,2020-03-09,1999-01-01,2020-11-19,2020-08-10,2020-07-27,2020-11-12,2020-08-06,2020-03-09,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,,,,,p2n,n2n,n2p,p2p,n2p,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bull,,
2020-11-30,0.62173,,,,,0.47212,0.37636,0.30112,0.25353,0.5585,0.46662,0.09188,0.09046,0.00141,,,,,,,,,,,,,,,,,,,0.0,0.0,0.02662,-0.00941,2.82992,73.88977,,,-0.93823,95.40122,86.24717,95.401,,62.96716,33.08922,,,1.2283,1.71,2.1859,0.9576,0.4817,0.4759,1,1,1,,0.15,,,,,,,0.0,0,0,0,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0.628,0.574,0.224,0.54,0.531,0.211,2020-08-10,2020-03-04,2018-10-15,2020-11-12,2020-03-09,2018-10-22,100000,201000,29000,46.75,53.45,-23.88,0.105,0.0,0.0,100.0,100.0,100,0.0809,0.0,0.0,100.0,100.0,100,100.0,0.0,0.0,6.667,89.38,100.0,96.093,100.0,0.0,95.401,67.248,86.879,74.828,90.13,90.499,72.156,89.905,86.517,2020-08-10,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,2020-08-10,1999-01-01,1999-01-01,2020-11-12,2020-03-20,1999-01-01,2020-11-19,2020-08-10,1999-01-01,2020-11-30,2020-11-12,2020-03-09,2020-11-19,2020-08-10,2020-07-27,2020-11-12,2020-08-06,2020-03-09,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,,,29000.0,,n2n,n2p,p2p,n2p,p2n,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bull,,
2020-12-02,0.6324,,,,0.623,0.48372,0.38603,0.30749,0.25721,0.56842,0.47821,0.09022,0.09041,-0.0002,,,,,,,,,,,,,,,,,,,0.0049,0.0,0.02428,-0.00941,2.58087,72.07379,,,-2.75421,96.6323,96.04201,,96.632,96.30049,62.96716,,96.3,1.2882,1.7623,2.2651,0.9769,0.4741,0.5028,1,1,1,,0.15,,,,,,,0.0,0,0,0,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0.623,0.628,0.574,0.54,0.531,0.211,2020-12-02,2020-08-10,2020-03-04,2020-11-12,2020-03-09,2018-10-22,201000,29000,10000,53.45,-23.88,-27.27,0.105,0.0,0.0,100.0,100.0,100,0.0809,0.0,0.0,100.0,100.0,100,96.3,100.0,0.0,6.667,89.38,100.0,96.632,96.093,100.0,95.401,67.248,86.879,74.828,90.13,90.499,72.156,89.905,86.517,2020-08-10,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,2020-12-02,2020-08-10,1999-01-01,2020-11-12,2020-03-20,1999-01-01,2020-12-02,2020-11-19,2020-08-10,2020-11-30,2020-11-12,2020-03-09,2020-11-19,2020-08-10,2020-07-27,2020-11-12,2020-08-06,2020-03-09,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,,,,,n2n,n2p,p2p,n2p,p2n,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bull,,
2020-12-10,0.64514,,,0.61,,0.49344,0.39481,0.31348,0.26072,0.57482,0.48797,0.08685,0.0897,-0.00285,,,,,,,,,,,,,,,,,,,-0.0,-0.013,0.01945,-0.01034,1.88182,65.29976,65.3,,-9.52824,83.25538,91.76297,83.255,,94.80416,84.6906,,,1.3409,1.7996,2.3272,0.9863,0.4587,0.5276,1,1,1,,0.15,,,,,,,0.0,0,0,0,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0.623,0.628,0.574,0.61,0.54,0.531,2020-12-02,2020-08-10,2020-03-04,2020-12-10,2020-11-12,2020-03-09,29000,10000,100000,-23.88,-27.27,-42.08,0.105,0.0,0.0,100.0,100.0,100,0.0809,0.0,0.0,100.0,100.0,100,96.3,100.0,0.0,6.667,89.38,100.0,96.632,96.093,100.0,83.255,95.401,67.248,74.828,90.13,90.499,65.3,72.156,89.905,2020-08-10,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,2020-12-02,2020-08-10,1999-01-01,2020-11-12,2020-03-20,1999-01-01,2020-12-02,2020-11-19,2020-08-10,2020-12-10,2020-11-30,2020-11-12,2020-11-19,2020-08-10,2020-07-27,2020-12-10,2020-11-12,2020-08-06,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,,,,,n2n,n2p,p2p,n2p,p2n,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bull,,
