Date,Counter,Open,High,Low,Close,AdjClose,Volume,Dividends,StockSplits,macd_short,macd_long,MACD,MACD_signal,macd_distance,macd_troughs,macd_peaks,macd_avg5,macd_avg10,macd_avg15,macd_avg20,ma25,ma50,ma100,ma200,smooth_close,smooth_troughs,smooth_peaks,smooth_distance,close_troughs,close_peaks,PnL1,PnL2,PnL3,PnL4,PnL5,PnL6,PnL7,PnL8,PnL1_days,PnL2_days,PnL3_days,PnL4_days,PnL5_days,PnL6_days,PnL7_days,PnL8_days,rsi_up_chg,rsi_down_chg,rsi_up_chg_avg,rsi_down_chg_avg,rsi_rs,RSI,rsi_troughs,rsi_peaks,rsi_distance,fastK,fastD,fast_troughs,fast_peaks,slowK,slowD,slow_troughs,slow_peaks,dist_no25,dist_no200,dist_all4,all_no25,no200_no25,all_no200,bull_start,bull,bull_retrace,bull_end,bear_start,bear,bear_recovery,bear_end,close_p1,close_p2,close_p3,close_t1,close_t2,close_t3,close_p1_date,close_p2_date,close_p3_date,close_t1_date,close_t2_date,close_t3_date,v7,v6,v5,v4,v3,v2,v1,v7p,v6p,v5p,v4p,v3p,v2p,v1p,rise_macd,bull_macd,bear_macd,bull_rsi,bear_rsi,macd_p1,macd_p2,macd_p3,macd_t1,macd_t2,macd_t3,macd_p1_signal,macd_p2_signal,macd_p3_signal,macd_t1_signal,macd_t2_signal,macd_t3_signal,slow_p1,slow_p2,slow_p3,slow_t1,slow_t2,slow_t3,fast_p1,fast_p2,fast_p3,fast_t1,fast_t2,fast_t3,rsi_p1,rsi_p2,rsi_p3,rsi_t1,rsi_t2,rsi_t3,macd_p1_date,macd_p2_date,macd_p3_date,macd_t1_date,macd_t2_date,macd_t3_date,slow_p1_date,slow_p2_date,slow_p3_date,slow_t1_date,slow_t2_date,slow_t3_date,fast_p1_date,fast_p2_date,fast_p3_date,fast_t1_date,fast_t2_date,fast_t3_date,rsi_p1_date,rsi_p2_date,rsi_p3_date,rsi_t1_date,rsi_t2_date,rsi_t3_date,mp_avg1,mp_avg2,mp_avg3,mt_avg1,mt_avg2,mt_avg3,sp_avg1,sp_avg2,sp_avg3,st_avg1,st_avg2,st_avg3,fp_avg1,fp_avg2,fp_avg3,ft_avg1,ft_avg2,ft_avg3,rp_avg1,rp_avg2,rp_avg3,rt_avg1,rt_avg2,rt_avg3,min_mpavg3,max_mpavg3,min_mtavg3,max_mtavg3,min_spavg3,max_spavg3,min_stavg3,max_stavg3,min_fpavg3,max_fpavg3,min_ftavg3,max_ftavg3,min_rpavg3,max_rpavg3,min_rtavg3,max_rtavg3,mincp,maxcp,minct,maxct,minmp,maxmp,minmt,maxmt,minsp,maxsp,minst,maxst,minfp,maxfp,minft,maxft,minrp,maxrp,minrt,maxrt,sp_high,sp_vhigh,sp_uhigh,st_high,st_vhigh,st_uhigh,sp_low,sp_vlow,sp_ulow,st_low,st_vlow,st_ulow,fp_high,fp_vhigh,fp_uhigh,ft_high,ft_vhigh,ft_uhigh,fp_low,fp_vlow,fp_ulow,ft_low,ft_vlow,ft_ulow,spavg_high,spavg_vhigh,spavg_uhigh,stavg_high,stavg_vhigh,stavg_uhigh,spavg_low,spavg_vlow,spavg_ulow,stavg_low,stavg_vlow,stavg_ulow,fpavg_high,fpavg_vhigh,fpavg_uhigh,ftavg_high,ftavg_vhigh,ftavg_uhigh,fpavg_low,fpavg_vlow,fpavg_ulow,ftavg_low,ftavg_vlow,ftavg_ulow,rp_high,rp_low,rt_high,rt_low,rpavg_high,rpavg_low,rtavg_high,rtavg_low,mp_positives,mt_positives,mpavg_positives,mtavg_positives,lives_up,lives_down,life5,life4,life3,life2,life1
2019-04-01,SUPREME,0.6379,0.6379,0.6379,0.6379,0.6379,0,0.0,0,0.63785,0.63574,0.0021,0.00299,-0.00088,,,-0.001,-0.00117,-0.00133,-0.00145,0.636,0.62794,0.61498,0.60307,0.6379,,,,,,2.52,-2.29,2.35,-4.43,8.8,,,,191.0,162.0,32.0,56.0,42.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.2487,0.2102,0.3293,0.0806,-0.0385,0.1191,0.15,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,,,,,,,0,0,0,0,110000,70000,115100,0.0,0.0,0.0,0.0,11000000.0,63.64,63.94,1,0,1,0,0,0.014,0.0,0.0,100.0,100.0,100.0,0.01156,0.0,0.0,100.0,100.0,100.0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,2019-02-15,,,,,,,,,,,,,,,,,,,,,,,,0.00467,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0.005,,Life.BullStart,Life.Bull,Life.BullStart,Life.BullRetrace,Life.BullStart
2019-04-02,SUPREME,0.6379,0.6379,0.6379,0.6379,0.6379,0,0.0,0,0.63785,0.6359,0.00195,0.00278,-0.00083,,,-0.00094,-0.0011,-0.00127,-0.0014,0.63614,0.62833,0.61543,0.60341,0.6379,,,,,,2.52,-2.29,2.35,-4.43,8.8,,,,190.0,162.0,32.0,56.0,42.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.2492,0.2071,0.3273,0.0781,-0.0421,0.1202,0.15,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,,,,,,,0,0,0,0,110000,70000,115100,0.0,0.0,0.0,0.0,11000000.0,63.64,63.94,1,0,1,0,0,0.014,0.0,0.0,100.0,100.0,100.0,0.01156,0.0,0.0,100.0,100.0,100.0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,2019-02-15,,,,,,,,,,,,,,,,,,,,,,,,0.00467,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0.005,,Life.BullStart,Life.Bull,Life.BullStart,Life.BullRetrace,Life.BullStart
2019-04-03,SUPREME,0.6379,0.6379,0.6379,0.6379,0.6379,0,0.0,0,0.63786,0.63605,0.00181,0.00259,-0.00077,,,-0.00088,-0.00104,-0.0012,-0.00135,0.63628,0.62871,0.61588,0.60376,0.6379,,,,,,2.52,-2.29,2.35,-4.43,8.8,,,,189.0,162.0,32.0,56.0,42.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.2495,0.204,0.3252,0.0757,-0.0455,0.1212,0.15,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,,,,,,,0,0,0,0,110000,70000,115100,0.0,0.0,0.0,0.0,11000000.0,63.64,63.94,1,0,1,0,0,0.014,0.0,0.0,100.0,100.0,100.0,0.01156,0.0,0.0,100.0,100.0,100.0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,2019-02-15,,,,,,,,,,,,,,,,,,,,,,,,0.00467,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0.005,,Life.BullStart,Life.Bull,Life.BullStart,Life.BullRetrace,Life.BullStart
2019-04-04,SUPREME,0.6379,0.6379,0.6379,0.6379,0.6379,0,0.0,0,0.63787,0.63619,0.00168,0.0024,-0.00072,,,-0.00083,-0.00098,-0.00114,-0.00129,0.6364,0.62907,0.61632,0.6041,0.6379,,,,,,2.52,-2.29,2.35,-4.43,8.8,,,,188.0,162.0,32.0,56.0,42.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.2497,0.2008,0.323,0.0733,-0.0489,0.1222,0.15,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,,,,,,,0,0,0,0,110000,70000,115100,0.0,0.0,0.0,0.0,11000000.0,63.64,63.94,1,0,1,0,0,0.014,0.0,0.0,100.0,100.0,100.0,0.01156,0.0,0.0,100.0,100.0,100.0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,2019-02-15,,,,,,,,,,,,,,,,,,,,,,,,0.00467,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0.005,,Life.BullStart,Life.Bull,Life.BullStart,Life.BullRetrace,Life.BullStart
2019-04-05,SUPREME,0.6379,0.6379,0.6379,0.6379,0.6379,0,0.0,0,0.63787,0.63631,0.00156,0.00224,-0.00068,,,-0.00078,-0.00092,-0.00108,-0.00124,0.63652,0.62942,0.61674,0.60443,0.6379,,,,,,2.52,-2.29,2.35,-4.43,8.8,,,,187.0,162.0,32.0,56.0,42.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.2499,0.1978,0.3209,0.071,-0.0521,0.1231,0.15,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,,,,,,,0,0,0,0,110000,70000,115100,0.0,0.0,0.0,0.0,11000000.0,63.64,63.94,1,0,1,0,0,0.014,0.0,0.0,100.0,100.0,100.0,0.01156,0.0,0.0,100.0,100.0,100.0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,2019-02-15,,,,,,,,,,,,,,,,,,,,,,,,0.00467,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0.005,,Life.BullStart,Life.Bull,Life.BullStart,Life.BullRetrace,Life.BullStart
2019-04-08,SUPREME,0.6379,0.6379,0.6379,0.6379,0.6379,0,0.0,0,0.63788,0.63643,0.00145,0.00208,-0.00063,,,-0.00073,-0.00086,-0.00102,-0.00118,0.63663,0.62975,0.61716,0.60477,0.6379,,,,,,2.52,-2.29,2.35,-4.43,8.8,,,,186.0,162.0,32.0,56.0,42.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.2498,0.1947,0.3186,0.0688,-0.0551,0.1239,0.15,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,,,,,,,0,0,0,0,110000,70000,115100,0.0,0.0,0.0,0.0,11000000.0,63.64,63.94,1,0,1,0,0,0.014,0.0,0.0,100.0,100.0,100.0,0.01156,0.0,0.0,100.0,100.0,100.0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,2019-02-15,,,,,,,,,,,,,,,,,,,,,,,,0.00467,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0.005,,Life.BullStart,Life.Bull,Life.BullStart,Life.BullRetrace,Life.BullStart
2019-04-09,SUPREME,0.6379,0.6379,0.6379,0.6379,0.6379,0,0.0,0,0.63788,0.63654,0.00134,0.00193,-0.00059,,,-0.00068,-0.00081,-0.00096,-0.00112,0.63672,0.63007,0.61757,0.6051,0.6379,,,,,,2.52,-2.29,2.35,-4.43,8.8,,,,185.0,162.0,32.0,56.0,42.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.2497,0.1915,0.3162,0.0665,-0.0582,0.1247,0.15,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,,,,,,,0,0,0,0,110000,70000,115100,0.0,0.0,0.0,0.0,11000000.0,63.64,63.94,1,0,1,0,0,0.014,0.0,0.0,100.0,100.0,100.0,0.01156,0.0,0.0,100.0,100.0,100.0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,2019-02-15,,,,,,,,,,,,,,,,,,,,,,,,0.00467,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0.005,,Life.BullStart,Life.Bull,Life.BullStart,Life.BullRetrace,Life.BullStart
2019-04-10,SUPREME,0.6379,0.6379,0.6379,0.6379,0.6379,0,0.0,0,0.63788,0.63664,0.00124,0.00179,-0.00055,,,-0.00063,-0.00076,-0.0009,-0.00106,0.63681,0.63038,0.61797,0.60542,0.6379,,,,,,2.52,-2.29,2.35,-4.43,8.8,,,,184.0,162.0,32.0,56.0,42.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.2496,0.1884,0.3139,0.0643,-0.0612,0.1255,0.15,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,,,,,,,0,0,0,0,110000,70000,115100,0.0,0.0,0.0,0.0,11000000.0,63.64,63.94,1,0,1,0,0,0.014,0.0,0.0,100.0,100.0,100.0,0.01156,0.0,0.0,100.0,100.0,100.0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,2019-02-15,,,,,,,,,,,,,,,,,,,,,,,,0.00467,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0.005,,Life.BullStart,Life.Bull,Life.BullStart,Life.BullRetrace,Life.BullStart
2019-04-11,SUPREME,0.6379,0.6379,0.6379,0.6379,0.6379,0,0.0,0,0.63789,0.63673,0.00115,0.00166,-0.00051,,,-0.00059,-0.00071,-0.00085,-0.001,0.6369,0.63067,0.61837,0.60575,0.6379,,,,,,2.52,-2.29,2.35,-4.43,8.8,,,,183.0,162.0,32.0,56.0,42.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.2492,0.1853,0.3115,0.0623,-0.0639,0.1262,0.15,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,,,,,,,0,0,0,0,110000,70000,115100,0.0,0.0,0.0,0.0,11000000.0,63.64,63.94,1,0,1,0,0,0.014,0.0,0.0,100.0,100.0,100.0,0.01156,0.0,0.0,100.0,100.0,100.0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,2019-02-15,,,,,,,,,,,,,,,,,,,,,,,,0.00467,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0.005,,Life.BullStart,Life.Bull,Life.BullStart,Life.BullRetrace,Life.BullStart
2019-04-12,SUPREME,0.6379,0.6379,0.6379,0.6379,0.6379,0,0.0,0,0.63789,0.63682,0.00107,0.00154,-0.00048,,,-0.00055,-0.00066,-0.0008,-0.00095,0.63697,0.63095,0.61876,0.60607,0.6379,,,,,,2.52,-2.29,2.35,-4.43,8.8,,,,182.0,162.0,32.0,56.0,42.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.2488,0.1821,0.309,0.0602,-0.0667,0.1269,0.15,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,,,,,,,0,0,0,0,110000,70000,115100,0.0,0.0,0.0,0.0,11000000.0,63.64,63.94,1,0,1,0,0,0.014,0.0,0.0,100.0,100.0,100.0,0.01156,0.0,0.0,100.0,100.0,100.0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,2019-02-15,,,,,,,,,,,,,,,,,,,,,,,,0.00467,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0.005,,Life.BullStart,Life.Bull,Life.BullStart,Life.BullRetrace,Life.BullStart
