Date,Counter,Open,High,Low,Close,AdjClose,Volume,Dividends,StockSplits,macd_short,macd_long,MACD,MACD_signal,macd_distance,macd_troughs,macd_peaks,macd_avg5,macd_avg10,macd_avg15,macd_avg20,ma25,ma50,ma100,ma200,smooth_close,smooth_troughs,smooth_peaks,smooth_distance,close_troughs,close_peaks,PnL1,PnL2,PnL3,PnL4,PnL5,PnL6,PnL7,PnL8,PnL1_days,PnL2_days,PnL3_days,PnL4_days,PnL5_days,PnL6_days,PnL7_days,PnL8_days,rsi_up_chg,rsi_down_chg,rsi_up_chg_avg,rsi_down_chg_avg,rsi_rs,RSI,rsi_troughs,rsi_peaks,rsi_distance,fastK,fastD,fast_troughs,fast_peaks,slowK,slowD,slow_troughs,slow_peaks,dist_no25,dist_no200,dist_all4,all_no25,no200_no25,all_no200,bull_start,bull,bull_retrace,bull_end,bear_start,bear,bear_recovery,bear_end,close_p1,close_p2,close_p3,close_t1,close_t2,close_t3,close_p1_date,close_p2_date,close_p3_date,close_t1_date,close_t2_date,close_t3_date,v7,v6,v5,v4,v3,v2,v1,v7p,v6p,v5p,v4p,v3p,v2p,v1p,rise_macd,bull_macd,bear_macd,bull_rsi,bear_rsi,macd_p1,macd_p2,macd_p3,macd_t1,macd_t2,macd_t3,macd_p1_signal,macd_p2_signal,macd_p3_signal,macd_t1_signal,macd_t2_signal,macd_t3_signal,slow_p1,slow_p2,slow_p3,slow_t1,slow_t2,slow_t3,fast_p1,fast_p2,fast_p3,fast_t1,fast_t2,fast_t3,rsi_p1,rsi_p2,rsi_p3,rsi_t1,rsi_t2,rsi_t3,macd_p1_date,macd_p2_date,macd_p3_date,macd_t1_date,macd_t2_date,macd_t3_date,slow_p1_date,slow_p2_date,slow_p3_date,slow_t1_date,slow_t2_date,slow_t3_date,fast_p1_date,fast_p2_date,fast_p3_date,fast_t1_date,fast_t2_date,fast_t3_date,rsi_p1_date,rsi_p2_date,rsi_p3_date,rsi_t1_date,rsi_t2_date,rsi_t3_date,mp_avg1,mp_avg2,mp_avg3,mt_avg1,mt_avg2,mt_avg3,sp_avg1,sp_avg2,sp_avg3,st_avg1,st_avg2,st_avg3,fp_avg1,fp_avg2,fp_avg3,ft_avg1,ft_avg2,ft_avg3,rp_avg1,rp_avg2,rp_avg3,rt_avg1,rt_avg2,rt_avg3,min_mpavg3,max_mpavg3,min_mtavg3,max_mtavg3,min_spavg3,max_spavg3,min_stavg3,max_stavg3,min_fpavg3,max_fpavg3,min_ftavg3,max_ftavg3,min_rpavg3,max_rpavg3,min_rtavg3,max_rtavg3,mincp,maxcp,minct,maxct,minmp,maxmp,minmt,maxmt,minsp,maxsp,minst,maxst,minfp,maxfp,minft,maxft,minrp,maxrp,minrt,maxrt,sp_high,sp_vhigh,sp_uhigh,st_high,st_vhigh,st_uhigh,sp_low,sp_vlow,sp_ulow,st_low,st_vlow,st_ulow,fp_high,fp_vhigh,fp_uhigh,ft_high,ft_vhigh,ft_uhigh,fp_low,fp_vlow,fp_ulow,ft_low,ft_vlow,ft_ulow,spavg_high,spavg_vhigh,spavg_uhigh,stavg_high,stavg_vhigh,stavg_uhigh,spavg_low,spavg_vlow,spavg_ulow,stavg_low,stavg_vlow,stavg_ulow,fpavg_high,fpavg_vhigh,fpavg_uhigh,ftavg_high,ftavg_vhigh,ftavg_uhigh,fpavg_low,fpavg_vlow,fpavg_ulow,ftavg_low,ftavg_vlow,ftavg_ulow,rp_high,rp_low,rt_high,rt_low,rpavg_high,rpavg_low,rtavg_high,rtavg_low,mp_positives,mt_positives,mpavg_positives,mtavg_positives,lives_up,lives_down,life5,life4,life3,life2,life1
2019-05-15,ETH,0.18,0.18,0.18,0.18,0.18,0,0,0,0.17835,0.17779,0.00056,-0.0001,0.00067,,,0.00068,0.0003,-1e-05,-0.00036,0.17781,0.1767,0.17382,0.17058,0.17995,,,0.005,,,8.36,,,,,,,,34.0,,,,,,,,0.0,0.0,0.00071,-0.00036,2.0,66.66667,,,,100.0,100.0,,,,,,,0.0612,0.0399,0.0723,0.0111,-0.0213,0.0324,,0.15,,,,,,,0.185,0.0,0,0.17,0,0,2019-04-09,,,2019-05-06,,,3839900,546800,14700,25000,300000,5000,50000,383990000.0,14.24,0.34,0.57,6.78,0.11,1.06,0,1,0,0,0,0.006,0.0,0.0,-0.002,100.0,100,0.00454,0.0,0.0,-0.00107,100.0,100,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,2019-03-22,,,2019-05-06,,,,,,,,,,,,,,,,,,,,,0.002,0.0,0.0,66.666,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,,,Life.BullStart,Life.BullRetrace,Life.BullEnd,Life.BullStart,Life.Bull
2019-05-16,ETH,0.18,0.18,0.18,0.18,0.18,0,0,0,0.17861,0.17795,0.00065,5e-05,0.00061,,,0.00068,0.00039,9e-05,-0.00024,0.17798,0.17683,0.17394,0.17067,0.18,,,0.005,,,8.33,,,,,,,,33.0,,,,,,,,0.0,0.0,0.00071,-0.00036,2.0,66.66667,,,,100.0,100.0,,,,,,,0.0616,0.0404,0.0731,0.0115,-0.0212,0.0327,0.15,,,,,,,,0.185,0.0,0,0.17,0,0,2019-04-09,,,2019-05-06,,,3839900,546800,14700,25000,300000,5000,50000,383990000.0,14.24,0.34,0.57,6.78,0.11,1.06,0,1,0,0,0,0.006,0.0,0.0,-0.002,100.0,100,0.00454,0.0,0.0,-0.00107,100.0,100,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,2019-03-22,,,2019-05-06,,,,,,,,,,,,,,,,,,,,,0.002,0.0,0.0,66.666,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,,,Life.BullRetrace,Life.BullEnd,Life.BullStart,Life.Bull,Life.BullStart
2019-05-17,ETH,0.18,0.18,0.18,0.18,0.18,0,0,0,0.17882,0.1781,0.00072,0.00018,0.00053,,,0.00065,0.00046,0.00018,-0.00013,0.17814,0.17695,0.17406,0.17077,0.18,,,0.005,,,8.33,,,,,,,,32.0,,,,,,,,0.0,0.0,0.00071,-0.00036,2.0,66.66667,,,,100.0,100.0,,,,,,,0.0618,0.0408,0.0737,0.0119,-0.021,0.0329,0.15,,,,,,,,0.185,0.0,0,0.17,0,0,2019-04-09,,,2019-05-06,,,3839900,546800,14700,25000,300000,5000,50000,383990000.0,14.24,0.34,0.57,6.78,0.11,1.06,0,1,0,0,0,0.006,0.0,0.0,-0.002,100.0,100,0.00454,0.0,0.0,-0.00107,100.0,100,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,2019-03-22,,,2019-05-06,,,,,,,,,,,,,,,,,,,,,0.002,0.0,0.0,66.666,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,,,Life.BullRetrace,Life.BullEnd,Life.BullStart,Life.Bull,Life.BullStart
2019-05-21,ETH,0.18,0.18,0.18,0.18,0.18,0,0,0,0.179,0.17825,0.00076,0.0003,0.00046,,,0.0006,0.00055,0.00025,-4e-05,0.17828,0.17707,0.17418,0.17086,0.18,,,0.005,,,8.33,,,,,,,,30.0,,,,,,,,0.0,0.0,0.00071,-0.00036,2.0,66.66667,,,,100.0,100.0,,,,,,,0.0621,0.041,0.0742,0.0121,-0.0211,0.0332,0.15,,,,,,,,0.185,0.0,0,0.17,0,0,2019-04-09,,,2019-05-06,,,3839900,546800,14700,25000,300000,5000,50000,383990000.0,14.24,0.34,0.57,6.78,0.11,1.06,0,1,0,0,0,0.006,0.0,0.0,-0.002,100.0,100,0.00454,0.0,0.0,-0.00107,100.0,100,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,2019-03-22,,,2019-05-06,,,,,,,,,,,,,,,,,,,,,0.002,0.0,0.0,66.666,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,,-0.005,Life.BullRetrace,Life.BullEnd,Life.BullStart,Life.Bull,Life.BullStart
2019-05-23,ETH,0.18,0.18,0.18,0.18,0.18,0,0,0,0.17916,0.17838,0.00078,0.00039,0.00039,,,0.00053,0.00058,0.00031,4e-05,0.17841,0.17719,0.1743,0.17095,0.18,,,0.005,,,8.33,,,,,,,,28.0,,,,,,,,0.0,0.0,0.00071,-0.00036,2.0,66.66667,,,,100.0,100.0,,,,,,,0.0624,0.0411,0.0746,0.0122,-0.0213,0.0335,0.15,,,,,,,,0.185,0.0,0,0.17,0,0,2019-04-09,,,2019-05-06,,,3839900,546800,14700,25000,300000,5000,50000,383990000.0,14.24,0.34,0.57,6.78,0.11,1.06,0,1,0,0,0,0.006,0.0,0.0,-0.002,100.0,100,0.00454,0.0,0.0,-0.00107,100.0,100,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,2019-03-22,,,2019-05-06,,,,,,,,,,,,,,,,,,,,,0.002,0.0,0.0,66.666,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,,-0.005,Life.BullRetrace,Life.BullEnd,Life.BullStart,Life.Bull,Life.BullStart
2019-05-24,ETH,0.18,0.18,0.18,0.18,0.18,0,0,0,0.17929,0.1785,0.00079,0.00047,0.00032,,,0.00046,0.00057,0.00035,0.00011,0.17853,0.1773,0.17441,0.17104,0.18,,,0.005,,,8.33,,,,,,,,27.0,,,,,,,,0.0,0.0,0.00071,-0.00036,2.0,66.66667,,,,100.0,100.0,,,,,,,0.0626,0.0412,0.0749,0.0123,-0.0214,0.0337,0.15,,,,,,,,0.185,0.0,0,0.17,0,0,2019-04-09,,,2019-05-06,,,3839900,546800,14700,25000,300000,5000,50000,383990000.0,14.24,0.34,0.57,6.78,0.11,1.06,0,1,0,0,0,0.006,0.0,0.0,-0.002,100.0,100,0.00454,0.0,0.0,-0.00107,100.0,100,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,2019-03-22,,,2019-05-06,,,,,,,,,,,,,,,,,,,,,0.002,0.0,0.0,66.666,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,,-0.005,Life.BullRetrace,Life.BullEnd,Life.BullStart,Life.Bull,Life.BullStart
2019-05-27,ETH,0.18,0.18,0.18,0.18,0.18,0,0,0,0.1794,0.17861,0.00079,0.00054,0.00025,,,0.00039,0.00054,0.00039,0.00017,0.17865,0.1774,0.17452,0.17113,0.18,,,0.005,,,8.33,,,,,,,,26.0,,,,,,,,0.0,0.0,0.00071,-0.00036,2.0,66.66667,,,,100.0,100.0,,,,,,,0.0627,0.0413,0.0752,0.0125,-0.0214,0.0339,0.15,,,,,,,,0.185,0.0,0,0.17,0,0,2019-04-09,,,2019-05-06,,,3839900,546800,14700,25000,300000,5000,50000,383990000.0,14.24,0.34,0.57,6.78,0.11,1.06,0,2,0,0,0,0.006,0.0,0.0,-0.002,100.0,100,0.00454,0.0,0.0,-0.00107,100.0,100,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,2019-03-22,,,2019-05-06,,,,,,,,,,,,,,,,,,,,,0.002,0.0,0.0,66.666,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,,-0.005,Life.BullRetrace,Life.BullEnd,Life.BullStart,Life.Bull,Life.BullStart
2019-05-28,ETH,0.18,0.18,0.18,0.18,0.18,0,0,0,0.17949,0.17871,0.00078,0.00058,0.00019,,,0.00032,0.00049,0.00041,0.00021,0.17875,0.17751,0.17463,0.17122,0.18,,,0.005,,,8.33,,,,,,,,25.0,,,,,,,,0.0,0.0,0.00071,0.0,,,,,,,,,,,,,,0.0629,0.0412,0.0753,0.0124,-0.0217,0.0341,0.15,,,,,,,,0.185,0.0,0,0.17,0,0,2019-04-09,,,2019-05-06,,,3839900,546800,14700,25000,300000,5000,50000,383990000.0,14.24,0.34,0.57,6.78,0.11,1.06,0,2,0,0,0,0.006,0.0,0.0,-0.002,100.0,100,0.00454,0.0,0.0,-0.00107,100.0,100,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,2019-03-22,,,2019-05-06,,,,,,,,,,,,,,,,,,,,,0.002,0.0,0.0,66.666,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,,-0.005,Life.BullRetrace,Life.BullEnd,Life.BullStart,Life.Bull,Life.BullStart
2019-05-29,ETH,0.18,0.18,0.18,0.18,0.18,0,0,0,0.17957,0.17881,0.00076,0.00062,0.00014,,,0.00026,0.00043,0.00045,0.00025,0.17885,0.1776,0.17473,0.1713,0.18,,,0.005,,,8.33,,,,,,,,24.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.063,0.0412,0.0755,0.0125,-0.0218,0.0343,0.15,,,,,,,,0.185,0.0,0,0.17,0,0,2019-04-09,,,2019-05-06,,,3839900,546800,14700,25000,300000,5000,50000,383990000.0,14.24,0.34,0.57,6.78,0.11,1.06,0,2,0,0,0,0.006,0.0,0.0,-0.002,100.0,100,0.00454,0.0,0.0,-0.00107,100.0,100,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,2019-03-22,,,2019-05-06,,,,,,,,,,,,,,,,,,,,,0.002,0.0,0.0,66.666,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,,-0.005,Life.BullRetrace,Life.BullEnd,Life.BullStart,Life.Bull,Life.BullStart
2019-05-30,ETH,0.18,0.18,0.18,0.18,0.18,0,0,0,0.17963,0.17889,0.00074,0.00064,0.0001,,,0.0002,0.00037,0.00045,0.00028,0.17894,0.1777,0.17484,0.17139,0.18,,,0.005,,,8.33,,,,,,,,23.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0631,0.041,0.0755,0.0124,-0.0221,0.0345,0.15,,,,,,,,0.185,0.0,0,0.17,0,0,2019-04-09,,,2019-05-06,,,3839900,546800,14700,25000,300000,5000,50000,383990000.0,14.24,0.34,0.57,6.78,0.11,1.06,0,2,0,0,0,0.006,0.0,0.0,-0.002,100.0,100,0.00454,0.0,0.0,-0.00107,100.0,100,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,2019-03-22,,,2019-05-06,,,,,,,,,,,,,,,,,,,,,0.002,0.0,0.0,66.666,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,,-0.005,Life.BullRetrace,Life.BullEnd,Life.BullStart,Life.Bull,Life.BullStart
