Date,Counter,Open,High,Low,Close,AdjClose,Volume,Dividends,StockSplits,macd_short,macd_long,MACD,MACD_signal,macd_distance,macd_troughs,macd_peaks,macd_avg5,macd_avg10,macd_avg15,macd_avg20,ma25,ma50,ma100,ma200,smooth_close,smooth_troughs,smooth_peaks,smooth_distance,close_troughs,close_peaks,PnL1,PnL2,PnL3,PnL4,PnL5,PnL6,PnL7,PnL8,PnL1_days,PnL2_days,PnL3_days,PnL4_days,PnL5_days,PnL6_days,PnL7_days,PnL8_days,rsi_up_chg,rsi_down_chg,rsi_up_chg_avg,rsi_down_chg_avg,rsi_rs,RSI,rsi_troughs,rsi_peaks,rsi_distance,fastK,fastD,fast_troughs,fast_peaks,slowK,slowD,slow_troughs,slow_peaks,dist_no25,dist_no200,dist_all4,all_no25,no200_no25,all_no200,bull_start,bull,bull_retrace,bull_end,bear_start,bear,bear_recovery,bear_end,close_p1,close_p2,close_p3,close_t1,close_t2,close_t3,close_p1_date,close_p2_date,close_p3_date,close_t1_date,close_t2_date,close_t3_date,v7,v6,v5,v4,v3,v2,v1,v7p,v6p,v5p,v4p,v3p,v2p,v1p,rise_macd,bull_macd,bear_macd,bull_rsi,bear_rsi,macd_p1,macd_p2,macd_p3,macd_t1,macd_t2,macd_t3,macd_p1_signal,macd_p2_signal,macd_p3_signal,macd_t1_signal,macd_t2_signal,macd_t3_signal,slow_p1,slow_p2,slow_p3,slow_t1,slow_t2,slow_t3,fast_p1,fast_p2,fast_p3,fast_t1,fast_t2,fast_t3,rsi_p1,rsi_p2,rsi_p3,rsi_t1,rsi_t2,rsi_t3,macd_p1_date,macd_p2_date,macd_p3_date,macd_t1_date,macd_t2_date,macd_t3_date,slow_p1_date,slow_p2_date,slow_p3_date,slow_t1_date,slow_t2_date,slow_t3_date,fast_p1_date,fast_p2_date,fast_p3_date,fast_t1_date,fast_t2_date,fast_t3_date,rsi_p1_date,rsi_p2_date,rsi_p3_date,rsi_t1_date,rsi_t2_date,rsi_t3_date,mp_avg1,mp_avg2,mp_avg3,mt_avg1,mt_avg2,mt_avg3,sp_avg1,sp_avg2,sp_avg3,st_avg1,st_avg2,st_avg3,fp_avg1,fp_avg2,fp_avg3,ft_avg1,ft_avg2,ft_avg3,rp_avg1,rp_avg2,rp_avg3,rt_avg1,rt_avg2,rt_avg3,min_mpavg3,max_mpavg3,min_mtavg3,max_mtavg3,min_spavg3,max_spavg3,min_stavg3,max_stavg3,min_fpavg3,max_fpavg3,min_ftavg3,max_ftavg3,min_rpavg3,max_rpavg3,min_rtavg3,max_rtavg3,mincp,maxcp,minct,maxct,minmp,maxmp,minmt,maxmt,minsp,maxsp,minst,maxst,minfp,maxfp,minft,maxft,minrp,maxrp,minrt,maxrt,sp_high,sp_vhigh,sp_uhigh,st_high,st_vhigh,st_uhigh,sp_low,sp_vlow,sp_ulow,st_low,st_vlow,st_ulow,fp_high,fp_vhigh,fp_uhigh,ft_high,ft_vhigh,ft_uhigh,fp_low,fp_vlow,fp_ulow,ft_low,ft_vlow,ft_ulow,spavg_high,spavg_vhigh,spavg_uhigh,stavg_high,stavg_vhigh,stavg_uhigh,spavg_low,spavg_vlow,spavg_ulow,stavg_low,stavg_vlow,stavg_ulow,fpavg_high,fpavg_vhigh,fpavg_uhigh,ftavg_high,ftavg_vhigh,ftavg_uhigh,fpavg_low,fpavg_vlow,fpavg_ulow,ftavg_low,ftavg_vlow,ftavg_ulow,rp_high,rp_low,rt_high,rt_low,rpavg_high,rpavg_low,rtavg_high,rtavg_low,mp_positives,mt_positives,mpavg_positives,mtavg_positives,lives_up,lives_down,life5,life4,life3,life2,life1
2019-01-31,TOPVISN,0.379,0.379,0.379,0.379,0.379,0,0.0,0,0.36794,0.35176,0.01619,0.0178,-0.00161,,,-0.00199,-0.00183,-0.00141,-0.00033,0.353,0.32477,0.29144,0.26449,0.37584,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.00176,0.0,,,,,,100.0,100.0,,,,,,,0.6028,0.6156,0.8851,0.2823,0.0128,0.2695,0.15,,,,,,,,0,0,0,0,0,0,,,,,,,5000,15000,10000,28000,10000,5000,3000,2.15,-65.37,-0.12,26.83,-9.62,-11.7,-8.43,1,0,2,0,0,0.025,0.017,0.0,0.015,100.0,100.0,0.0228,0.01432,0.0,0.01503,100.0,100.0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,2019-01-08,2018-12-17,,2018-12-24,,,,,,,,,,,,,,,,,,,,,0.014,0.00567,0.0,66.67167,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,,,Life.BullStart,Life.Bull,Life.BullStart,Life.Bull,Life.BullStart
2019-02-04,TOPVISN,0.379,0.379,0.379,0.379,0.379,0,0.0,0,0.36965,0.35377,0.01587,0.01741,-0.00154,,,-0.0019,-0.00186,-0.00154,-0.00063,0.355,0.3269,0.29318,0.26563,0.37692,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.00176,0.0,,,,,,100.0,100.0,,,100.0,,,,0.6127,0.6182,0.8937,0.281,0.0055,0.2755,,0.15,,,,,,,0,0,0,0,0,0,,,,,,,5000,15000,10000,28000,10000,5000,3000,2.15,-65.37,-0.12,26.83,-9.62,-11.7,-8.43,1,0,2,0,0,0.025,0.017,0.0,0.015,100.0,100.0,0.0228,0.01432,0.0,0.01503,100.0,100.0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,2019-01-08,2018-12-17,,2018-12-24,,,,,,,,,,,,,,,,,,,,,0.014,0.00567,0.0,66.67167,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,,,Life.Bull,Life.BullStart,Life.Bull,Life.BullStart,Life.Bull
2019-02-07,TOPVISN,0.379,0.379,0.379,0.379,0.379,0,0.0,0,0.37108,0.35564,0.01544,0.01702,-0.00158,,,-0.00178,-0.00186,-0.00163,-0.0009,0.35685,0.32894,0.29488,0.26676,0.37777,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.00176,0.0,,,,,,100.0,100.0,,,100.0,,,,0.6218,0.6197,0.9009,0.2791,-0.0021,0.2812,,0.15,,,,,,,0,0,0,0,0,0,,,,,,,5000,15000,10000,28000,10000,5000,3000,2.15,-65.37,-0.12,26.83,-9.62,-11.7,-8.43,1,0,1,0,0,0.025,0.017,0.0,0.015,100.0,100.0,0.0228,0.01432,0.0,0.01503,100.0,100.0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,2019-01-08,2018-12-17,,2018-12-24,,,,,,,,,,,,,,,,,,,,,0.014,0.00567,0.0,66.67167,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,,,Life.Bull,Life.BullStart,Life.Bull,Life.BullStart,Life.Bull
2019-02-08,TOPVISN,0.379,0.379,0.379,0.379,0.379,0,0.0,0,0.3723,0.35737,0.01493,0.0166,-0.00167,,,-0.00165,-0.00184,-0.00167,-0.00113,0.35855,0.3309,0.29654,0.26787,0.37839,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.00106,0.0,,,,,,100.0,100.0,,,,,,,0.6303,0.6201,0.9068,0.2765,-0.0102,0.2867,,0.15,,,,,,,0,0,0,0,0,0,,,,,,,5000,15000,10000,28000,10000,5000,3000,2.15,-65.37,-0.12,26.83,-9.62,-11.7,-8.43,0,0,1,0,0,0.025,0.017,0.0,0.015,100.0,100.0,0.0228,0.01432,0.0,0.01503,100.0,100.0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,2019-01-08,2018-12-17,,2018-12-24,,,,,,,,,,,,,,,,,,,,,0.014,0.00567,0.0,66.67167,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,,,Life.Bull,Life.BullStart,Life.Bull,Life.BullStart,Life.Bull
2019-02-11,TOPVISN,0.379,0.379,0.379,0.379,0.379,0,0.0,0,0.37333,0.35897,0.01436,0.01615,-0.0018,,,-0.00164,-0.00184,-0.00173,-0.00133,0.36012,0.33279,0.29817,0.26898,0.37877,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.00106,0.0,,,,,,100.0,100.0,,,,,,,0.6381,0.6195,0.9114,0.2733,-0.0186,0.2919,,0.15,,,,,,,0,0,0,0,0,0,,,,,,,5000,15000,10000,28000,10000,5000,3000,2.15,-65.37,-0.12,26.83,-9.62,-11.7,-8.43,0,0,1,0,0,0.025,0.017,0.0,0.015,100.0,100.0,0.0228,0.01432,0.0,0.01503,100.0,100.0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,2019-01-08,2018-12-17,,2018-12-24,,,,,,,,,,,,,,,,,,,,,0.014,0.00567,0.0,66.67167,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,,,Life.Bull,Life.BullStart,Life.Bull,Life.BullStart,Life.Bull
2019-02-12,TOPVISN,0.379,0.379,0.379,0.379,0.379,0,0.0,0,0.3742,0.36046,0.01375,0.01567,-0.00193,,,-0.0017,-0.00185,-0.00179,-0.00149,0.36158,0.3346,0.29977,0.27007,0.37895,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.00106,0.0,,,,,,100.0,100.0,,,,,,,0.6453,0.6181,0.9151,0.2698,-0.0272,0.297,,,0.15,,,,,,0,0,0,0,0,0,,,,,,,5000,15000,10000,28000,10000,5000,3000,2.15,-65.37,-0.12,26.83,-9.62,-11.7,-8.43,0,0,1,0,0,0.025,0.017,0.0,0.015,100.0,100.0,0.0228,0.01432,0.0,0.01503,100.0,100.0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,2019-01-08,2018-12-17,,2018-12-24,,,,,,,,,,,,,,,,,,,,,0.014,0.00567,0.0,66.67167,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,,,Life.BullStart,Life.Bull,Life.BullStart,Life.Bull,Life.BullRetrace
2019-02-13,TOPVISN,0.379,0.379,0.379,0.379,0.379,0,0.0,0,0.37494,0.36183,0.01311,0.01516,-0.00205,,,-0.0018,-0.00185,-0.00184,-0.00161,0.36292,0.33634,0.30134,0.27116,0.379,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.00106,0.0,,,,,,100.0,100.0,,,,,,,0.6518,0.6158,0.9176,0.2658,-0.036,0.3018,0.15,,,,,,,,0,0,0,0,0,0,,,,,,,5000,15000,10000,28000,10000,5000,3000,2.15,-65.37,-0.12,26.83,-9.62,-11.7,-8.43,0,0,1,0,0,0.025,0.017,0.0,0.015,100.0,100.0,0.0228,0.01432,0.0,0.01503,100.0,100.0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,2019-01-08,2018-12-17,,2018-12-24,,,,,,,,,,,,,,,,,,,,,0.014,0.00567,0.0,66.67167,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,,-0.005,Life.Bull,Life.BullStart,Life.Bull,Life.BullRetrace,Life.BullStart
2019-02-14,TOPVISN,0.379,0.379,0.379,0.379,0.379,0,0.0,0,0.37557,0.3631,0.01246,0.01462,-0.00216,,,-0.00192,-0.00185,-0.00188,-0.0017,0.36415,0.33802,0.30288,0.27223,0.379,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.00106,0.0,,,,,,100.0,100.0,,,,,,,0.6579,0.6127,0.9192,0.2613,-0.0452,0.3065,0.15,,,,,,,,0,0,0,0,0,0,,,,,,,5000,15000,10000,28000,10000,5000,3000,2.15,-65.37,-0.12,26.83,-9.62,-11.7,-8.43,0,0,1,0,0,0.025,0.017,0.0,0.015,100.0,100.0,0.0228,0.01432,0.0,0.01503,100.0,100.0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,2019-01-08,2018-12-17,,2018-12-24,,,,,,,,,,,,,,,,,,,,,0.014,0.00567,0.0,66.67167,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,,-0.005,Life.Bull,Life.BullStart,Life.Bull,Life.BullRetrace,Life.BullStart
2019-02-15,TOPVISN,0.379,0.379,0.379,0.379,0.379,0,0.0,0,0.37609,0.36428,0.01181,0.01406,-0.00225,,,-0.00203,-0.00184,-0.00191,-0.00176,0.3653,0.33962,0.30439,0.27329,0.379,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.00071,0.0,,,,,,100.0,100.0,,,,,,,0.6633,0.6091,0.9201,0.2568,-0.0542,0.311,0.15,,,,,,,,0,0,0,0,0,0,,,,,,,5000,15000,10000,28000,10000,5000,3000,2.15,-65.37,-0.12,26.83,-9.62,-11.7,-8.43,0,0,1,0,0,0.025,0.017,0.0,0.015,100.0,100.0,0.0228,0.01432,0.0,0.01503,100.0,100.0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,2019-01-08,2018-12-17,,2018-12-24,,,,,,,,,,,,,,,,,,,,,0.014,0.00567,0.0,66.67167,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,,-0.005,Life.Bull,Life.BullStart,Life.Bull,Life.BullRetrace,Life.BullStart
2019-02-18,TOPVISN,0.379,0.379,0.379,0.379,0.379,0,0.0,0,0.37654,0.36537,0.01117,0.01348,-0.00231,,,-0.00214,-0.00189,-0.00194,-0.00183,0.36635,0.34117,0.30587,0.27434,0.379,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.00071,0.0,,,,,,100.0,100.0,,,,,,,0.6683,0.6048,0.9201,0.2518,-0.0635,0.3153,0.15,,,,,,,,0,0,0,0,0,0,,,,,,,5000,15000,10000,28000,10000,5000,3000,2.15,-65.37,-0.12,26.83,-9.62,-11.7,-8.43,0,0,1,0,0,0.025,0.017,0.0,0.015,100.0,100.0,0.0228,0.01432,0.0,0.01503,100.0,100.0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,2019-01-08,2018-12-17,,2018-12-24,,,,,,,,,,,,,,,,,,,,,0.014,0.00567,0.0,66.67167,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,,-0.005,Life.Bull,Life.BullStart,Life.Bull,Life.BullRetrace,Life.BullStart
